Order Type,Row Count,Organization,Order Number,Status,Shipping Type,Created At,In Fulfillment Date,Serial Number,Missing Charger?,Recipient Country,Tracking Number,Order Item Number,Asset Number,Depot Vendor,Items,Shipped Date,In Return Date,Pending Return Date,Completed Date
Retrieval,402,CloudZero,96547-1-CLOU,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,JHM43TDLX9,,United States,,96547-1-1-CLOU,91293,ZONES,1,,,,
Retrieval,402,Uberall,96544-1-UBER,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,MKC7179193,,United States,,96544-1-1-UBER,66879,ZONES,1,,,,
Retrieval,402,Maropost,96537-1-MARO,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,DN21CMHQWH,,United States,,96537-1-1-MARO,64828,ZONES,1,,,,
Retrieval,402,The Trevor Project,96459-1-THET,IN_FULFILLMENT,Standard,11/06/2025,11/07/2025,C02FC1VBML7L,,United States,,96459-1-1-THET,78604,ZONES,1,,,,
Retrieval,402,Finalsite,95926-1-FINA,IN_FULFILLMENT,Standard,11/04/2025,11/07/2025,R90WAD46,,United States,,95926-1-1-FINA,46312,ZONES,1,,,,
Retrieval,402,The Trevor Project,96463-1-THET,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,C02C97VLLVDL,,United States,,96463-1-1-THET,78710,ZONES,1,,,,
Retrieval,402,GlossGenius,95912-1-GLOS,IN_FULFILLMENT,Standard,11/04/2025,11/06/2025,CQGJYW4C2M,,United States,,95912-1-1-GLOS,102547,ZONES,1,,,,
Retrieval,402,dbt,96492-1-DBT,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,C6MY3R27F3,,United States,,96492-1-1-DBT,36651,ZONES,1,,,,
Retrieval,402,Just Appraised,95965-1-JUST,IN_FULFILLMENT,Standard,11/04/2025,11/06/2025,H3Q9Q5TL5X,,United States,,95965-1-1-JUST,69808,ZONES,1,,,,
Retrieval,402,Ollie,95993-1-OLLI,IN_FULFILLMENT,Standard,11/04/2025,11/06/2025,KC2KLQK367,,United States,,95993-1-1-OLLI,263346,ZONES,1,,,,
Retrieval,402,TIA INC,96516-1-TIAI,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,,,United States,,96516-1-1-TIAI,110722,ZONES,1,,,,
Retrieval,402,Bettercloud,96508-1-BETT,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,C02DX5G4MD6R,,United States,,96508-1-1-BETT,15596,ZONES,1,,,,
Retrieval,402,InMotionHosting,95919-1-INMO,IN_FULFILLMENT,Standard,11/04/2025,11/06/2025,MZ00Q2T5,,United States,,95919-1-1-INMO,263276,ZONES,1,,,,
Retrieval,402,The Trevor Project,96461-1-THET,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,C02C97VXLVDL,,United States,,96461-1-1-THET,78700,ZONES,1,,,,
Retrieval,402,Spark,96506-1-SPAR,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,LP64N7M64W,,United States,,96506-1-1-SPAR,67118,ZONES,1,,,,
Retrieval,402,Spark,96507-1-SPAR,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,HP27V6GGYX,,United States,,96507-1-1-SPAR,65224,ZONES,1,,,,
Retrieval,402,Valiantys,96291-1-VALI,IN_FULFILLMENT,Standard,11/05/2025,11/06/2025,5CG3380LZW,,United States,,96291-1-1-VALI,263531,ZONES,1,,,,
Retrieval,402,Renovo Financial,96503-1-RENO,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,,,United States,,96503-1-1-RENO,263857,ZONES,1,,,,
Retrieval,402,Streamline Health,95239-1-STRE,IN_FULFILLMENT,Standard,10/31/2025,11/06/2025,3HB5ND3,,United States,,95239-1-1-STRE,18730,ZONES,1,,,,
Retrieval,402,Second Nature,96446-1-SECO,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,PF5398MG,,United States,,96446-1-1-SECO,79685,ZONES,1,,,,
Retrieval,402,Unite Us,96442-1-UNIT,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,CJVXPXFH21,,United States,,96442-1-1-UNIT,49577,ZONES,1,,,,
Retrieval,402,AuditBoard,96418-1-AUDI,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,R19CVAQ,,United States,,96418-1-1-AUDI,263809,ZONES,1,,,,
Retrieval,402,petvisor,96432-1-PETV,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,DVJ3JKP674,,United States,,96432-1-1-PETV,32622,ZONES,1,,,,
Retrieval,402,petvisor,96431-1-PETV,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,PF4Z0835,,United States,,96431-1-1-PETV,32611,ZONES,1,,,,
Retrieval,402,MOTUS,96426-1-MOTU,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,C02X64SEJG5H,,United States,,96426-1-1-MOTU,106890,ZONES,1,,,,
Retrieval,402,ClassDojo,96428-1-CLAS,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,HH79DH5K4V,,United States,,96428-1-1-CLAS,56983,ZONES,1,,,,
Retrieval,402,ARMRA,95859-1-ARMR,IN_FULFILLMENT,Standard,11/04/2025,11/06/2025,DJHL2P02WN,,United States,,95859-1-1-ARMR,27291,ZONES,1,,,,
Retrieval,402,MOTUS,96384-1-MOTU,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,QV0V27366D,,United States,,96384-1-1-MOTU,106944,ZONES,1,,,,
Retrieval,402,Verifiable,96320-1-VERI,IN_FULFILLMENT,Standard,11/05/2025,11/06/2025,H9NXNHT9D0,,United States,,96320-1-1-VERI,28403,ZONES,1,,,,
Retrieval,402,Second Nature,96304-1-SECO,SHIPPED,Standard,11/05/2025,11/06/2025,FJ23XLXTL5,,United States,885819744098,96304-1-1-SECO,255995,ZONES,1,2025-11-07 10:54:08,,,
Retrieval,402,Second Nature,96195-1-SECO,PENDING_RETURN,Standard,11/05/2025,11/06/2025,FVFHN0KYQ6LX,,United States,885815568988,96195-1-1-SECO,79704,ZONES,1,2025-11-07 10:54:07,,2025-11-08 15:58:53,
Retrieval,402,smg,96340-1-SMG,PENDING_RETURN,Standard,11/06/2025,11/06/2025,HFZ9GB4,,United States,885819280655,96340-1-1-SMG,263770,ZONES,1,2025-11-07 10:54:09,,2025-11-08 14:10:10,
Retrieval,402,Lumivero,96350-1-LUMI,PENDING_RETURN,Standard,11/06/2025,11/06/2025,PF4RDP51,,United States,885819147024,96350-1-1-LUMI,263785,ZONES,1,2025-11-07 10:54:10,,2025-11-08 12:08:49,
Retrieval,402,InterWell Health,96341-1-INTE,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,,,United States,885819599294,96341-1-5-INTE,,ZONES,3,,,,
Retrieval,402,Kneat,96339-1-KNEA,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,CP479K3,,United States,,96339-1-1-KNEA,53497,ZONES,1,,,,
Retrieval,402,Biofourmis,94957-1-BIOF,IN_FULFILLMENT,Standard,10/30/2025,11/06/2025,FVFHC4MRQ6L4,,United States,,94957-1-1-BIOF,90363,ZONES,1,,,,
Retrieval,402,InMotionHosting,95400-1-INMO,IN_FULFILLMENT,Standard,10/31/2025,11/06/2025,MZ020K74,,United States,,95400-1-1-INMO,262251,ZONES,1,,,,
Retrieval,402,Socure,96307-1-SOCU,IN_FULFILLMENT,Standard,11/05/2025,11/06/2025,H793W02GHJ,,United States,,96307-1-1-SOCU,263541,ZONES,1,,,,
Retrieval,402,Vida Health,96329-1-VIDA,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,D2JN69XG5V,,United States,,96329-1-1-VIDA,263754,ZONES,1,,,,
Retrieval,402,Vida Health,96327-1-VIDA,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,MV905P66HR,,United States,,96327-1-1-VIDA,263753,ZONES,1,,,,
Retrieval,402,Second Nature,96187-1-SECO,PENDING_RETURN,Standard,11/05/2025,11/06/2025,C2G04Q4VC3,,United States,8857 9559 4832,96187-1-1-SECO,79696,ZONES,1,2025-11-06 23:06:08,,2025-11-08 15:51:30,
Retrieval,402,Unite Us,96319-1-UNIT,SHIPPED,Standard,11/05/2025,11/05/2025,C02FR51WQ05N,,United States,885795618811,96319-1-1-UNIT,27165,ZONES,1,2025-11-06 23:06:08,,,
Retrieval,402,Vanta,95807-1-VANT,SHIPPED,2 Day,11/04/2025,11/05/2025,K6PFWQ76VM,,United States,885795502132,95807-1-1-VANT,45398,ZONES,1,2025-11-06 23:06:09,,,
Retrieval,402,Socure,96313-1-SOCU,SHIPPED,Standard,11/05/2025,11/05/2025,C02GX7UEQ05F,,United States,8857 9510 4580,96313-1-1-SOCU,263543,ZONES,1,2025-11-06 23:07:06,,,
Retrieval,402,Biofourmis,95111-1-BIOF,SHIPPED,Standard,10/30/2025,11/05/2025,C02GL2M3Q6LC,,United States,8857 9507 3543,95111-1-1-BIOF,90427,ZONES,1,2025-11-06 23:07:07,,,
Retrieval,402,Vercel,96306-1-VERC,SHIPPED,Standard,11/05/2025,11/05/2025,J6MHNW47YD,,United States,8857 9489 2246,96306-1-1-VERC,263540,ZONES,1,2025-11-06 23:08:06,,,
Retrieval,402,InMotionHosting,96241-1-INMO,SHIPPED,Standard,11/05/2025,11/05/2025,HT70V4CFYY,,United States,8857 9486 5676,96241-1-1-INMO,263509,ZONES,1,2025-11-06 23:08:07,,,
Retrieval,402,Syndio,96302-1-SYND,PENDING_RETURN,Standard,11/05/2025,11/05/2025,HH9656F6H9,,United States,8857 9483 9451,96302-1-1-SYND,91973,ZONES,1,2025-11-06 23:08:07,,2025-11-09 12:48:28,
Retrieval,402,Sisense,96303-1-SISE,SHIPPED,Standard,11/05/2025,11/05/2025,PF4BYA9D,,United States,8857 9481 3186,96303-1-1-SISE,261971,ZONES,1,2025-11-06 23:09:07,,,
Retrieval,402,Clio,95205-1-CLIO,SHIPPED,Standard,10/30/2025,11/05/2025,XYLXN66G20,,United States,8857 9478 4510,95205-1-1-CLIO,261866,ZONES,1,2025-11-06 23:09:07,,,
Retrieval,402,MANTL,96199-1-MANT,SHIPPED,Standard,11/05/2025,11/05/2025,C02FJ28KMD6M,,United States,8857 9422 4360,96199-1-1-MANT,37132,ZONES,1,2025-11-06 23:09:08,,,
Retrieval,402,ABC Legal Services,94372-1-ABCL,SHIPPED,Standard,10/27/2025,11/05/2025,,,United States,8857 9433 1354,94372-1-1-ABCL,107870,ZONES,1,2025-11-06 23:09:09,,,
Retrieval,402,DietitianLive.com,96284-1-DIET,PENDING_RETURN,Standard,11/05/2025,11/05/2025,K6G6LRR2R7,,United States,8857 9436 2607,96284-1-1-DIET,28689,ZONES,1,2025-11-06 23:43:18,,2025-11-09 13:16:18,
Retrieval,402,Salesloft,96270-1-SALE,PENDING_RETURN,Standard,11/05/2025,11/05/2025,FVFGW3K2Q05N,,United States,8857 9442 4789,96270-1-1-SALE,54446,ZONES,1,2025-11-06 23:10:06,,2025-11-08 11:49:14,
Retrieval,402,Unite Us,96258-1-UNIT,PENDING_RETURN,Standard,11/05/2025,11/05/2025,C02FF4V0Q05N,,United States,8857 9446 0310,96258-1-1-UNIT,27062,ZONES,1,2025-11-06 23:10:07,,2025-11-08 15:50:58,
Retrieval,402,petvisor,96269-1-PETV,SHIPPED,Standard,11/05/2025,11/05/2025,JY0WYJ4H4T,,United States,8857 9467 9092,96269-1-1-PETV,96491,ZONES,1,2025-11-06 23:10:08,,,
Retrieval,402,InMotionHosting,96253-1-INMO,PENDING_RETURN,Standard,11/05/2025,11/05/2025,MJ0DPSQK,,United States,8857 9471 5933,96253-1-1-INMO,263517,ZONES,1,2025-11-06 23:10:09,,2025-11-08 12:52:14,
Retrieval,402,SEON,95812-1-SEON,SHIPPED,Standard,11/04/2025,11/05/2025,J6QX6P6P4W,,United States,8857 9499 0095,95812-1-1-SEON,19336,ZONES,1,2025-11-06 23:10:10,,,
Retrieval,402,go1,96220-1-GO1,IN_FULFILLMENT,Standard,11/05/2025,11/05/2025,FVFHP2G6Q6LR,,United States,,96220-1-1-GO1,50840,ZONES,1,,,,
Retrieval,402,InMotionHosting,96255-1-INMO,SHIPPED,Standard,11/05/2025,11/05/2025,MJ0FKPTC,,United States,885794661150,96255-1-1-INMO,263518,ZONES,1,2025-11-06 23:11:06,,,
Retrieval,402,ABC Legal Services,95092-1-ABCL,PENDING_RETURN,Standard,10/30/2025,11/05/2025,,,United States,885795077148,95092-1-1-ABCL,261836,ZONES,1,2025-11-06 23:11:06,,2025-11-08 12:51:23,
Retrieval,402,Render,96214-1-REND,PENDING_RETURN,Standard,11/05/2025,11/05/2025,M6P5X4JYY7,,United States,885795018182,96214-1-1-REND,97552,ZONES,1,2025-11-06 23:11:07,,2025-11-08 13:03:36,
Retrieval,402,Nonstop Administration and Insurance Services,96252-1-NONS,SHIPPED,Standard,11/05/2025,11/05/2025,GRYG4K04G2,,United States,885794893805,96252-1-1-NONS,57422,ZONES,1,2025-11-06 23:11:08,,,
Retrieval,402,InMotionHosting,96250-1-INMO,SHIPPED,Standard,11/05/2025,11/05/2025,MJ0F7KNC,,United States,885794828914,96250-1-1-INMO,263515,ZONES,1,2025-11-06 23:41:24,,,
Retrieval,402,InMotionHosting,96243-1-INMO,PENDING_RETURN,Standard,11/05/2025,11/05/2025,PF3P33LE,,United States,885794774873,96243-1-1-INMO,263510,ZONES,1,2025-11-06 23:12:06,,,
Retrieval,402,Orion First,96229-1-ORIO,PENDING_RETURN,Standard,11/05/2025,11/05/2025,PF4SW374,,United States,885792155846,96229-1-1-ORIO,71388,ZONES,1,2025-11-06 23:12:07,,2025-11-08 12:46:34,
Retrieval,402,Vanta,95805-1-VANT,SHIPPED,Standard,11/04/2025,11/05/2025,H3WLX2H2L1,,United States,885792309110,95805-1-1-VANT,33895,ZONES,1,2025-11-06 19:03:07,,,
Retrieval,402,Vercel,96227-1-VERC,SHIPPED,Standard,11/05/2025,11/05/2025,HKV02Q3V4V,,United States,885792461379,96227-1-1-VERC,263497,ZONES,1,2025-11-06 23:12:08,,,
Retrieval,402,Unstructured,96225-1-UNST,SHIPPED,Standard,11/05/2025,11/05/2025,GVVVQ9RH02,,United States,885794159557,96225-1-1-UNST,263495,ZONES,1,2025-11-06 19:03:06,,,
Retrieval,402,Second Nature,96186-1-SECO,PENDING_RETURN,Standard,11/05/2025,11/05/2025,J96FQQYH2J,,United States,885794245325,96186-1-1-SECO,256213,ZONES,1,2025-11-06 19:04:07,,2025-11-08 11:25:07,
Retrieval,402,DroneDeploy,96057-1-DRON,SHIPPED,Standard,11/05/2025,11/05/2025,,,United States,885794342190,96057-1-3-DRON,,ZONES,2,2025-11-06 20:42:20,,,
Retrieval,402,SIMSPACE,96217-1-SIMS,PENDING_RETURN,Standard,11/05/2025,11/05/2025,,,United States,8857 9218 3103,96217-1-3-SIMS,,ZONES,2,2025-11-06 23:12:10,,2025-11-08 12:53:31,
Retrieval,402,Homebot,96219-1-HOME,SHIPPED,Standard,11/05/2025,11/05/2025,C02CV4MNMD6P,,United States,8857 9125 1674,96219-1-1-HOME,263490,ZONES,1,2025-11-06 19:04:09,,,
Retrieval,402,Pomelo Care,96209-1-POME,SHIPPED,Standard,11/05/2025,11/05/2025,JFRVVPV9LY,,United States,8857 9116 1087,96209-1-1-POME,41894,ZONES,1,2025-11-06 19:13:19,,,
Retrieval,402,Second Nature,96190-1-SECO,SHIPPED,Standard,11/05/2025,11/05/2025,D3CFJ1K3HK,,United States,8857 9109 0209,96190-1-1-SECO,79709,ZONES,1,2025-11-06 19:21:19,,,
Retrieval,402,DTEX Systems,96048-1-DTEX,SHIPPED,Standard,11/05/2025,11/05/2025,,,United States,8857 9097 9511,96048-1-1-DTEX,263383,ZONES,1,2025-11-06 19:25:14,,,
Retrieval,402,Second Nature,96188-1-SECO,PENDING_RETURN,Standard,11/05/2025,11/05/2025,K91Y9NCWXQ,,United States,8857 9087 8188,96188-1-1-SECO,79750,ZONES,1,2025-11-06 19:11:17,,2025-11-07 13:20:40,
Retrieval,402,MOTUS,95759-1-MOTU,SHIPPED,Standard,11/03/2025,11/05/2025,CG9XSW3,,United States,8857 9079 5590,95759-1-1-MOTU,70954,ZONES,1,2025-11-06 19:26:20,,,
Retrieval,402,Simulations Plus,96201-1-SIMU,SHIPPED,Standard,11/05/2025,11/05/2025,,,United States,8857 9067 0711,96201-1-1-SIMU,263450,ZONES,1,2025-11-06 19:09:18,,,
Retrieval,402,Second Nature,96194-1-SECO,SHIPPED,Standard,11/05/2025,11/05/2025,JD939VCJ64,,United States,885786977549,96194-1-1-SECO,255991,ZONES,1,2025-11-06 19:09:20,,,
Retrieval,402,MANTL,96197-1-MANT,SHIPPED,Standard,11/05/2025,11/05/2025,JH7DWJMXQL,,United States,885787182174,96197-1-1-MANT,37141,ZONES,1,2025-11-06 19:11:19,,,
Retrieval,402,MANTL,96183-1-MANT,PENDING_RETURN,Standard,11/05/2025,11/05/2025,C02DM8L2MD6M,,United States,8857 8701 9971,96183-1-1-MANT,74909,ZONES,1,2025-11-06 19:14:17,,2025-11-08 14:16:21,
Retrieval,402,MANTL,96181-1-MANT,PENDING_RETURN,Standard,11/05/2025,11/05/2025,WL0JFF46K7,,United States,8857 8690 7211,96181-1-1-MANT,37209,ZONES,1,2025-11-06 19:19:16,,2025-11-09 14:20:28,
Retrieval,402,Modern Campus,95834-1-MODE,SHIPPED,Standard,11/04/2025,11/05/2025,DV1CY74,,United States,885786093632,95834-1-1-MODE,65206,ZONES,1,2025-11-06 19:17:28,,,
Retrieval,402,Muck Rack,95929-1-MUCK,SHIPPED,Standard,11/04/2025,11/05/2025,HQ6096GGKL,,United States,885786311387,95929-1-1-MUCK,77745,ZONES,1,2025-11-06 19:24:17,,,
Retrieval,402,Finalsite,96144-1-FINA,SHIPPED,Standard,11/05/2025,11/05/2025,,,United States,885786608312,96144-1-1-FINA,263429,ZONES,1,2025-11-06 19:14:28,,,
Retrieval,402,Gradle,95196-1-GRAD,PENDING_RETURN,Standard,10/30/2025,11/05/2025,Q4Q0HC7K6M,,United States,885786798037,95196-1-1-GRAD,39274,ZONES,1,2025-11-06 19:23:16,,2025-11-08 15:24:17,
Retrieval,402,Prescient Security,96127-1-PRES,PENDING_RETURN,Standard,11/05/2025,11/05/2025,,,United States,8857 8670 9815,96127-1-3-PRES,,ZONES,2,2025-11-06 23:14:08,,2025-11-09 10:47:18,
Retrieval,402,Epic Staffing Group,96159-1-EPIC,SHIPPED,Standard,11/05/2025,11/05/2025,DNHMG63,,United States,8857 8642 0936,96159-1-1-EPIC,62294,ZONES,1,2025-11-06 19:15:21,,,
Retrieval,402,DFINITY,93800-1-DFIN,SHIPPED,Standard,10/24/2025,11/05/2025,C02DW86PMD6M,,United States,8857 8633 7755,93800-1-1-DFIN,260590,ZONES,1,2025-11-06 19:26:20,,,
Retrieval,402,Popmenu,96152-1-POPM,SHIPPED,Standard,11/05/2025,11/05/2025,V6QJJQGKXJ,,United States,8857 8657 7949,96152-1-1-POPM,263434,ZONES,1,2025-11-06 19:14:18,,,
Retrieval,402,Muck Rack,95887-1-MUCK,PENDING_RETURN,Standard,11/04/2025,11/05/2025,FVFJV0LQ1WGC,,United States,8857 8614 8492,95887-1-1-MUCK,73860,ZONES,1,2025-11-06 19:12:22,,2025-11-08 16:14:30,
Retrieval,402,TransfrVR,96126-1-TRAN,SHIPPED,Standard,11/05/2025,11/05/2025,JCFVM7HX42,,United States,8857 8606 3938,96126-1-1-TRAN,255722,ZONES,1,2025-11-06 19:23:23,,,
Retrieval,402,Biofourmis,95831-1-BIOF,SHIPPED,Standard,11/04/2025,11/05/2025,,,United States,8857 8593 1665,95831-1-1-BIOF,263215,ZONES,1,2025-11-06 19:10:18,,,
Retrieval,402,Ironclad,95468-1-IRON,SHIPPED,Standard,11/01/2025,11/05/2025,VW7P2LR9R9,,United States,8857 8584 6003,95468-1-1-IRON,262306,ZONES,1,2025-11-06 19:16:18,,,
Retrieval,402,Checkout.com,94949-1-CHEC,SHIPPED,Standard,10/30/2025,11/05/2025,J9N9CL3,,United States,8857 8577 4000,94949-1-1-CHEC,261762,ZONES,1,2025-11-06 19:15:20,,,
Retrieval,402,ActiveFence,96099-1-ACTI,PENDING_RETURN,Standard,11/05/2025,11/05/2025,K7X7L476WG,,United States,8857 8568 0610,96099-1-1-ACTI,263416,ZONES,1,2025-11-06 19:18:18,,2025-11-09 14:20:11,
Retrieval,402,Mill,96063-1-MILL,SHIPPED,Standard,11/05/2025,11/05/2025,K05405YKDW,,United States,8857 8557 5733,96063-1-1-MILL,70034,ZONES,1,2025-11-06 19:22:18,,,
Retrieval,402,Actionstep Inc,96054-1-ACTI,SHIPPED,Standard,11/05/2025,11/05/2025,GM0SKF53,,United States,8857 8549 3166,96054-1-1-ACTI,263393,ZONES,1,2025-11-06 19:21:20,,,
Retrieval,402,Muck Rack,96056-1-MUCK,PENDING_RETURN,Standard,11/05/2025,11/05/2025,D6P76T25YJ,,United States,8857 8532 5803,96056-1-1-MUCK,74535,ZONES,1,2025-11-06 19:18:17,,2025-11-08 14:19:31,
Retrieval,402,Vida Health,96050-1-VIDA,PENDING_RETURN,Standard,11/05/2025,11/05/2025,D37MR75WP6,,United States,8857 8517 5478,96050-1-1-VIDA,263386,ZONES,1,2025-11-06 19:19:15,,2025-11-07 11:19:42,
Retrieval,402,Vida Health,96049-1-VIDA,PENDING_RETURN,Standard,11/05/2025,11/05/2025,0513105BD032RX,,United States,885796273740,96049-1-1-VIDA,29223,ZONES,1,2025-11-06 23:14:09,,2025-11-08 15:48:24,
Retrieval,402,petvisor,95960-1-PETV,CANCELED,Standard,11/04/2025,11/04/2025,T61HDWX60Q,,United States,,95960-1-1-PETV,31440,ZONES,1,,,,
Retrieval,402,Modern Campus,95941-1-MODE,PENDING_RETURN,Standard,11/04/2025,11/04/2025,8J7Y4M3,,United States,8857 5860 8161,95941-1-1-MODE,32370,ZONES,1,2025-11-06 12:24:19,,2025-11-07 12:36:25,
Retrieval,402,Pomelo Care,95955-1-POME,PENDING_RETURN,2 Day,11/04/2025,11/04/2025,CKQHKCX70P,,United States,8857 5869 5870,95955-1-1-POME,262424,ZONES,1,2025-11-06 11:22:23,,2025-11-07 15:36:21,
Retrieval,402,Arch Amenity Group,95950-1-ARCH,PENDING_RETURN,Standard,11/04/2025,11/04/2025,,,United States,885759140010,95950-1-1-ARCH,263323,ZONES,1,2025-11-06 11:07:07,,2025-11-07 15:21:48,
Retrieval,402,ABC Legal Services,95949-1-ABCL,SHIPPED,Standard,11/04/2025,11/04/2025,,,United States,885758976645,95949-1-1-ABCL,263312,ZONES,1,2025-11-06 21:22:29,,,
Retrieval,402,Finalsite,95921-1-FINA,PENDING_RETURN,Standard,11/04/2025,11/04/2025,C02CM4ETMD6P,,United States,885758620655,95921-1-1-FINA,46460,ZONES,1,2025-11-06 11:07:37,,2025-11-07 16:22:49,
Retrieval,402,ARMRA,95857-1-ARMR,PENDING_RETURN,Standard,11/04/2025,11/04/2025,J9VMJGX6X5,,United States,885758343740,95857-1-1-ARMR,73185,ZONES,1,2025-11-06 10:59:34,,2025-11-07 13:07:50,
Retrieval,402,InterWell Health,95939-1-INTE,IN_FULFILLMENT,Standard,11/04/2025,11/04/2025,074477623857,,United States,885756600960,95939-1-1-INTE,241028,ZONES,1,,,,
Retrieval,402,GlossGenius,95936-1-GLOS,CANCELED,Standard,11/04/2025,11/04/2025,K6CL9MJ2TX,,United States,,95936-1-1-GLOS,100438,ZONES,1,,,,
Retrieval,402,Finalsite,95922-1-FINA,IN_FULFILLMENT,Standard,11/04/2025,11/04/2025,RMWQN6HWC2,,United States,8857 5570 5008,95922-1-1-FINA,46509,ZONES,1,,,,
Retrieval,402,Forbes ADVISOR,95529-1-FORB,PENDING_RETURN,Standard,11/03/2025,11/04/2025,JM3QHH5WCD,,United States,8857 5535 5273,95529-1-1-FORB,74290,ZONES,1,2025-11-06 10:55:31,,2025-11-07 12:01:06,
Retrieval,402,Posit Software PBC,95836-1-POSI,SHIPPED,Standard,11/04/2025,11/04/2025,JJH749KY65,,United States,885751433964,95836-1-1-POSI,259575,ZONES,1,2025-11-06 10:59:00,,,
Retrieval,402,Valera Health,95863-1-VALE,PENDING_RETURN,Standard,11/04/2025,11/04/2025,NXKMUAA00142612A4A7600,,United States,885751227459,95863-1-1-VALE,101689,ZONES,1,2025-11-06 11:09:14,,2025-11-07 10:23:05,
Retrieval,402,Forbes ADVISOR,93563-1-FORB,COMPLETE,Standard,10/22/2025,11/04/2025,G36YM2KH64,,United States,885407290504,93563-1-1-FORB,64390,ZONES,1,2025-10-25 02:45:20,2025-10-29 17:46:47,2025-10-27 10:46:13,2025-10-31 11:47:38
Retrieval,402,Forbes ADVISOR,93412-1-FORB,PENDING_RETURN,Standard,10/22/2025,11/03/2025,DJTY66VLFP,,United States,8857 2247 8952,93412-1-1-FORB,74949,ZONES,1,2025-11-04 20:53:14,,2025-11-06 13:54:46,
Retrieval,402,Ride Health,95653-1-RIDE,SHIPPED,Standard,11/03/2025,11/03/2025,C02G3B4YMD6M,,United States,8857 2235 5043,95653-1-1-RIDE,262832,ZONES,1,2025-11-05 02:58:21,,,
Retrieval,402,AuditBoard,95610-1-AUDI,SHIPPED,Standard,11/03/2025,11/03/2025,PF553PYK,,United States,8857 2227 7240,95610-1-1-AUDI,40536,ZONES,1,2025-11-04 20:50:18,,,
Retrieval,402,Nonstop Administration and Insurance Services,95649-1-NONS,PENDING_RETURN,Standard,11/03/2025,11/03/2025,,,United States,8857 2221 6400,95649-1-1-NONS,262829,ZONES,1,2025-11-05 02:54:25,,2025-11-06 12:55:56,
Retrieval,402,AuditBoard,95612-1-AUDI,SHIPPED,Standard,11/03/2025,11/03/2025,J2V5049QCV,,United States,8857 2177 6230,95612-1-1-AUDI,262803,ZONES,1,2025-11-05 02:58:25,,,
Retrieval,402,MOTUS,94859-1-MOTU,PENDING_RETURN,Standard,10/29/2025,11/03/2025,PF497F0J,,United States,8857 2189 1303,94859-1-1-MOTU,70673,ZONES,1,2025-11-05 02:55:23,,2025-11-07 13:01:48,
Retrieval,402,Linklive,95639-1-LINK,SHIPPED,Standard,11/03/2025,11/03/2025,JT4446WFXJ,,United States,8857 2206 6650,95639-1-1-LINK,28195,ZONES,1,2025-11-04 20:56:17,,,
Retrieval,402,Biofourmis,95613-1-BIOF,PENDING_RETURN,Standard,11/03/2025,11/03/2025,Q1T2PFL4GG,,United States,8857 2254 5302,95613-1-1-BIOF,90493,ZONES,1,2025-11-05 02:53:22,,2025-11-06 14:54:10,
Retrieval,402,Linklive,95611-1-LINK,PENDING_RETURN,Standard,11/03/2025,11/03/2025,C02CPHYAMD6M,,United States,8857 2315 0936,95611-1-1-LINK,251034,ZONES,1,2025-11-04 20:54:15,,2025-11-05 14:54:31,
Retrieval,402,Linklive,95609-1-LINK,PENDING_RETURN,Standard,11/03/2025,11/03/2025,C02XQ0LSJG5K,,United States,8857 2319 2678,95609-1-1-LINK,251039,ZONES,1,2025-11-05 02:53:22,,2025-11-07 12:05:03,
Retrieval,402,Forbes ADVISOR,95594-1-FORB,PENDING_RETURN,Standard,11/03/2025,11/03/2025,G5PWXCYDLC,,United States,8857 2324 2724,95594-1-1-FORB,64393,ZONES,1,2025-11-05 02:57:25,,2025-11-06 20:58:56,
Retrieval,402,Unite Us,95600-1-UNIT,PENDING_RETURN,Standard,11/03/2025,11/03/2025,C02FP2X0Q05N,,United States,8857 2329 3931,95600-1-1-UNIT,26975,ZONES,1,2025-11-05 02:51:21,,2025-11-07 16:02:22,
Retrieval,402,Forbes ADVISOR,93749-1-FORB,PENDING_RETURN,Standard,10/23/2025,11/03/2025,,,United States,885723724100,93749-1-7-FORB,,ZONES,4,2025-11-05 03:00:32,,2025-11-07 17:11:08,
